x,ES1,ES2,ES3,ES4,NSC1,NSC2,NSC3,NSC4,NSC5,NSC6,NSC7,NEU1,NEU2,NEU3,NEU4,NEU5,NEU6,ML1,ML2,ML3,ML4,ML5,ML6,EB1,EB2,EB3,EB4
,0.302072187,0.340018688,0.522403162,0.459512546,2.579039571,3.397638553,1.297668468,0.823783637,0.869531481,0.72943491,1.036149701,1.196430438,4.549477992,NA,NA,0.634197008,0.730859543,0.640310431,0.539037311,0.702545628,0.614357969,0.167568762,0.236854708,0.156830104,0.082940902,0.077794884,0.070422331
,0.647678293,0.696205473,0.649777596,0.910085502,8.788667894,16.94782468,8.723240843,9.535259901,4.932314015,5.761998434,4.963858555,4.201472031,9.695001612,0.547621596,1.27479057,0.578615553,0.47889077,1.141747317,1.695811545,1.360809718,0.689534082,0.167495983,0.360439568,0.261425782,0.216483537,0.177492188,0.357349894
,NA,NA,0.896249932,1.22573536,0.9900001,NA,0.691460381,0.656785405,0.716708167,0.357759679,0.712056481,4.694706015,4.413096516,0.545847167,0.530119669,0.815020297,0.582626349,3.236779705,2.729636939,3.42454424,2.910637804,0.425518044,1.189425017,0.343353157,0.312497049,0.13078169,0.288210108
,0.313607855,0.309942114,0.939312627,1.015243624,NA,NA,0.737911188,0.648949271,0.568207441,0.333528205,0.846442949,1.543398428,2.709617506,1.563448954,1.977037065,2.010598442,0.584405844,2.368845567,1.871620256,2.098912621,1.807091915,0.293535032,0.699128129,0.238841442,0.158142458,0.110799581,0.123541556
,0.075926376,0.078483767,0.172487594,0.157624793,0.328800811,NA,0.10499495,0.07104896,0.111803053,0.092931237,0.09028769,1.254800513,6.660713158,0.107627415,0.134518556,NA,NA,0.27874993,0.358204558,0.369603265,0.298879088,0.07128865,0.085583123,0.051586187,0.046934559,0.027542483,0.037910569
,3.579792725,2.917272556,2.010734767,2.918585788,NA,NA,1.075600076,0.657138286,1.086539811,0.80068314,0.601151425,0.937660867,4.716837341,0.969177919,1.042251421,1.211792838,1.034022423,4.160505306,3.788812237,4.944414317,3.411153258,0.700512012,1.378858548,1.105664934,1.233682028,0.679058843,0.629656138
,0.108072381,0.070640357,0.134900602,0.13619307,NA,NA,0.221645945,0.258738689,0.100593799,0.178340255,0.29567748,0.14158082,0.17597788,0.12060623,0.140778767,0.145496915,0.103431096,0.32952064,0.477942122,0.253686493,0.236696631,0.038128332,0.10216312,0.187723643,0.088569354,0.035035731,0.044400094
,0.427842582,0.263738968,0.731303007,0.597266258,NA,NA,1.282909673,1.18633156,0.564062301,0.891328994,0.850375283,0.89056373,2.576124134,0.338811628,0.376109527,0.326652936,0.42282986,0.91796232,1.137093239,0.751353886,0.646947735,0.122171497,0.332144556,0.126978735,0.109239125,0.03466264,0.103272736
,0.364292679,0.399984616,0.514642076,0.433753835,NA,NA,0.473212412,NA,0.295015785,0.305644425,0.384176019,0.372325719,0.374007002,0.863757565,0.441014675,0.431796993,0.303748191,1.076816807,0.834813555,0.632996773,0.713948921,0.123053988,0.297681469,0.259088285,0.252827127,0.187299249,0.242184497
,0.826567136,0.900300901,NA,NA,NA,NA,NA,NA,0.718408398,0.822220148,0.97767887,0.859508424,0.665464352,0.841022871,0.605063366,0.507539791,0.720826135,2.65623948,4.68285814,1.966248377,1.941572745,0.670913313,0.702344743,NA,0.12543414,0.093623086,0.186145202
,0.103914731,0.097320421,0.218148745,0.252826075,0.831684835,NA,0.303081132,0.419231021,0.1543429,0.149614315,0.140504169,0.754624248,4.52113381,0.226132543,0.199271625,0.650247276,0.215030997,0.351284008,0.910200651,0.402371052,0.37106776,0.057335193,0.131157225,0.137149013,0.122108676,0.028159783,0.073467817
,NA,NA,4.929493944,4.326933694,NA,NA,16.0279418,21.64459866,17.31678069,11.66296375,20.79071776,11.28536312,74.86907066,8.172915123,NA,0.960112645,2.847057935,15.96332246,32.46703747,8.747126252,NA,2.738595856,10.88171069,0.995614093,NA,1.05752136,1.07048365
,0.164651806,0.17998122,0.458167543,0.408572248,NA,NA,1.006410154,0.391661829,0.258156828,0.32161824,0.32981098,0.801448479,2.166732648,0.2533188,0.28109353,NA,0.356270477,0.543658354,0.479828531,0.428549482,0.593180007,0.060135435,0.238988529,0.112702326,0.114579688,0.080440981,0.035256899
,0.603483632,0.422559968,NA,NA,NA,1.393271178,0.758358487,0.35773493,NA,NA,NA,0.343000139,1.124085373,0.675344911,0.523283771,NA,NA,1.372711511,1.484425742,1.291082075,0.78766613,NA,NA,0.131872507,0.10495758,0.099990001,0.19872806
,0.113171056,0.074848303,NA,NA,NA,NA,0.741592649,0.329890141,NA,NA,NA,1.073300787,5.060315809,0.1236617,0.117814357,NA,NA,0.127945254,0.183364274,0.127898638,0.207058654,NA,NA,0.081418534,0.039570721,0.043644795,0.037251032
,0.083488514,0.095468243,NA,NA,NA,NA,1.111802265,1.00442472,NA,NA,NA,1.253372498,7.321142338,0.262388325,0.197965265,NA,NA,0.14548209,0.282998108,0.184591458,0.137896348,NA,NA,0.090666872,0.039757107,0.041111971,0.052255573
,0.500316215,0.420536425,NA,NA,NA,NA,3.161814489,2.632327346,NA,NA,NA,1.088351864,4.660496358,0.861238202,0.867644362,NA,NA,1.322330114,1.155468961,0.93413871,0.876715895,NA,NA,0.216911087,0.108909913,0.151073761,0.205338033
,1.588117775,1.167209925,NA,NA,NA,NA,2.028583804,2.74796116,NA,NA,NA,5.620181823,10.08151688,2.177675585,1.588934312,NA,NA,4.293349754,3.667418266,3.68389454,3.004407092,NA,NA,0.288844067,0.441194527,0.200814091,0.392376927
,NA,NA,NA,NA,58.0851609,NA,76.05601452,NA,NA,NA,NA,90.37714466,216.1211932,493.2075482,411.8520998,NA,NA,24.83917123,23.58047285,169.6465327,247.669147,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,62.98928698,95.81991281,39.31101404,NA,NA,NA,NA,42.54240673,279.4926853,875.5745378,NA,NA,NA,22.70121632,174.6740303,55.07485116,154.0851396,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,36.27403645,82.00658956,NA,NA,NA,91.16236938,233.7805661,1530.337743,NA,NA,NA,35.89794566,24.60870754,107.0679889,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,63.6338981,182.4642636,NA,NA,NA,93.45062511,459.4660532,1098.767711,729.1853353,NA,NA,33.28062714,70.56573417,105.4223467,63.86836132,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,41.17371723,172.7139491,NA,NA,NA,38.59297564,111.9566457,713.7779052,NA,NA,NA,23.40039157,36.76338621,144.2944854,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,41.47991752,132.6033384,NA,NA,NA,61.61275004,140.8285405,525.1776899,NA,NA,NA,19.70047472,118.8870757,119.8554936,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,98.57864015,NA,NA,NA,NA,103.6505638,942.211791,948.6847467,NA,NA,NA,109.9523594,59.15250196,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.040394072,1.744407026,1.105989318,NA,NA,NA,1.814627479,3.025545192,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,14.39710603,NA,NA,NA,NA,NA,NA,43.58712081,93.06309951,834.9463998,NA,NA,NA,27.07083371,20.1975866,49.69064351,71.23296468,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,29.18348108,NA,NA,NA,NA,NA,0.535607578,1.072133701,0.950470508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.98309238,143.1919514,640.6323799,NA,NA,NA,NA,33.07256699,150.0235105,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,100.5462632,67.07415996,NA,NA,NA,NA,463.4842639,707.0219876,732.9225879,NA,NA,NA,35.57937888,86.84937571,150.2771554,124.9478218,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,38.90865571,NA,NA,NA,NA,85.59949582,178.2515848,607.022512,NA,NA,NA,NA,25.83614026,76.94685893,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,209.5800983,174.7231667,86.89555529,NA,NA,NA,NA,194.1846035,324.5600317,518.5410597,517.8219671,NA,NA,200.1376128,38.86438722,204.2474317,183.8524705,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,191.6659204,NA,NA,NA,NA,352.5010944,716.3819518,NA,NA,NA,NA,239.2858744,20.55602517,211.7913986,220.8593251,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,200.5296626,NA,NA,NA,NA,NA,263.1230086,860.694204,1579.183274,NA,NA,NA,47.54532938,21.75478532,243.6780172,NA,NA,NA,NA,NA,NA,NA
